County,State,B19013001,B19013001s,B23006001,B23006002,B23006003,B23006004,B23006005,B23006006,B23006007,B23006008,B23006009,B23006010,B23006011,B23006012,B23006013,B23006014,B23006015,B23006016,B23006017,B23006018,B23006019,B23006020,B23006021,B23006022,B23006023,B23006024,B23006025,B23006026,B23006027,B23006028,B23006029,B23006001s,B23006002s,B23006003s,B23006004s,B23006005s,B23006006s,B23006007s,B23006008s,B23006009s,B23006010s,B23006011s,B23006012s,B23006013s,B23006014s,B23006015s,B23006016s,B23006017s,B23006018s,B23006019s,B23006020s,B23006021s,B23006022s,B23006023s,B23006024s,B23006025s,B23006026s,B23006027s,B23006028s,B23006029s
Perry,al,31008,1456.363636,4979,1121,332,0,332,269,63,789,2091,1327,0,1327,1032,295,764,1221,769,18,751,635,116,452,546,454,0,454,397,57,92,91.51515152,146.0606061,86.06060606,11.51515152,86.06060606,69.6969697,30.90909091,126.0606061,154.5454545,144.8484848,11.51515152,144.8484848,141.2121212,51.51515152,93.93939394,164.2424242,114.5454545,11.51515152,114.5454545,104.8484848,39.39393939,99.39393939,101.2121212,84.24242424,11.51515152,84.24242424,76.36363636,34.54545455,41.21212121
Pickens,al,28762,1298.181818,10041,1791,744,0,744,593,151,1047,4181,2899,0,2899,2471,428,1282,2994,2123,0,2123,1866,257,871,1075,865,0,865,836,29,210,16.96969697,146.6666667,90.90909091,11.51515152,90.90909091,86.66666667,46.06060606,105.4545455,170.3030303,145.4545455,11.51515152,145.4545455,134.5454545,67.27272727,123.6363636,175.7575758,156.3636364,11.51515152,156.3636364,141.2121212,48.48484848,88.48484848,126.6666667,105.4545455,11.51515152,105.4545455,102.4242424,16.96969697,65.45454545
Pike,al,31702,1213.333333,14849,2426,1402,0,1402,1241,161,1024,5240,3860,0,3860,3561,299,1380,3686,2857,30,2827,2671,156,829,3497,2907,15,2892,2786,106,590,118.1818182,167.8787879,142.4242424,15.15151515,142.4242424,136.3636364,45.45454545,113.3333333,217.5757576,193.9393939,15.15151515,193.9393939,186.6666667,68.48484848,139.3939394,194.5454545,172.7272727,19.39393939,170.9090909,177.5757576,46.06060606,121.8181818,241.8181818,215.1515152,14.54545455,213.9393939,213.3333333,33.93939394,110.9090909
Randolph,al,35074,1838.181818,11481,2790,1299,0,1299,1107,192,1491,4080,2849,0,2849,2553,296,1231,3250,2485,0,2485,2336,149,765,1361,1082,0,1082,1029,53,279,124.8484848,204.8484848,172.1212121,13.33333333,172.1212121,147.8787879,62.42424242,155.1515152,200,195.1515152,13.33333333,195.1515152,206.6666667,63.03030303,136.969697,200.6060606,201.2121212,13.33333333,201.2121212,191.5151515,41.21212121,96.36363636,122.4242424,110.3030303,13.33333333,110.3030303,109.6969697,27.87878788,73.33333333
Russell,al,33591,1049.69697,28148,4814,2651,0,2651,2166,485,2163,9071,6420,86,6334,5593,741,2651,9778,7768,709,7059,6632,427,2010,4485,3889,155,3734,3585,149,596,69.09090909,322.4242424,207.8787879,16.96969697,207.8787879,198.7878788,106.0606061,250.9090909,363.030303,308.4848485,33.93939394,313.9393939,312.7272727,124.2424242,200.6060606,389.6969697,409.0909091,117.5757576,387.2727273,376.969697,75.75757576,181.8181818,311.5151515,296.969697,64.24242424,296.3636364,287.2727273,41.21212121,106.0606061
St. Clair,al,49652,1664.242424,45984,7659,3721,0,3721,3012,709,3938,15340,11056,50,11006,9836,1170,4284,15484,12039,45,11994,11181,813,3445,7501,6299,36,6263,5980,283,1202,68.48484848,475.7575758,281.2121212,16.96969697,281.2121212,244.2424242,144.8484848,336.3636364,529.0909091,467.2727273,43.03030303,469.0909091,471.5151515,181.8181818,316.969697,539.3939394,488.4848485,30.3030303,489.0909091,490.9090909,158.7878788,235.7575758,447.8787879,388.4848485,35.15151515,390.9090909,375.1515152,79.39393939,150.3030303
Shelby,al,69379,993.3333333,109306,7909,4859,0,4859,4415,444,3050,21232,16044,0,16044,14709,1335,5188,33203,26935,7,26928,25293,1635,6268,46962,39869,79,39790,38581,1209,7093,144.2424242,396.3636364,320.6060606,16.96969697,320.6060606,310.3030303,93.93939394,236.3636364,650.3030303,569.6969697,16.96969697,569.6969697,579.3939394,168.4848485,307.2727273,584.2424242,579.3939394,7.878787879,578.1818182,570.9090909,170.3030303,320.6060606,712.1212121,693.3333333,30.90909091,694.5454545,675.7575758,136.969697,278.7878788
Sumter,al,22655,2226.060606,6362,1049,520,0,520,383,137,529,2660,1539,0,1539,1342,197,1121,1571,1223,0,1223,1021,202,348,1082,941,0,941,927,14,141,90.90909091,145.4545455,126.6666667,11.51515152,126.6666667,118.1818182,58.18181818,100,178.7878788,161.2121212,11.51515152,161.2121212,146.6666667,69.6969697,167.8787879,135.7575758,118.7878788,11.51515152,118.7878788,116.969697,63.63636364,98.18181818,126.6666667,128.4848485,11.51515152,128.4848485,126.0606061,10.90909091,51.51515152
Talladega,al,35209,1024.848485,44134,8352,4063,0,4063,3129,934,4289,16445,11141,11,11130,9871,1259,5304,13673,9802,26,9776,8707,1069,3871,5664,4613,14,4599,4380,219,1051,96.36363636,350.3030303,290.3030303,16.96969697,290.3030303,227.2727273,184.2424242,272.1212121,369.6969697,364.8484848,10.90909091,364.8484848,363.030303,159.3939394,280.6060606,386.6666667,375.1515152,23.03030303,372.1212121,334.5454545,141.2121212,241.8181818,286.0606061,266.6666667,14.54545455,266.0606061,257.5757576,55.15151515,118.7878788
Tallapoosa,al,38611,1089.090909,21727,4482,2468,0,2468,2184,284,2014,7477,4967,0,4967,4505,462,2510,6390,4724,0,4724,4370,354,1666,3378,2782,0,2782,2659,123,596,41.81818182,321.8181818,209.6969697,15.15151515,209.6969697,193.9393939,73.33333333,199.3939394,298.7878788,253.3333333,15.15151515,253.3333333,235.7575758,92.72727273,190.9090909,290.3030303,262.4242424,15.15151515,262.4242424,253.9393939,76.36363636,159.3939394,237.5757576,221.8181818,15.15151515,221.8181818,219.3939394,43.63636364,89.09090909
Tuscaloosa,al,43996,844.2424242,93318,10942,5416,0,5416,4551,865,5526,28925,20477,15,20462,19149,1313,8448,27170,20335,53,20282,19027,1255,6835,26281,22416,22,22394,21781,613,3865,153.9393939,532.1212121,403.030303,16.96969697,403.030303,353.9393939,144.8484848,309.0909091,615.1515152,574.5454545,13.93939394,572.1212121,540,194.5454545,332.7272727,611.5151515,547.2727273,45.45454545,551.5151515,547.8787879,145.4545455,405.4545455,595.7575758,547.2727273,15.15151515,546.6666667,541.2121212,98.18181818,247.8787879
Walker,al,37408,871.5151515,35448,7308,3320,0,3320,2674,646,3988,12217,7646,0,7646,6820,826,4571,11940,8547,82,8465,7673,792,3393,3983,3123,0,3123,2978,145,860,92.72727273,361.2121212,223.030303,16.96969697,223.030303,216.969697,98.18181818,311.5151515,344.2424242,293.9393939,16.96969697,293.9393939,283.030303,132.7272727,229.6969697,381.8181818,343.030303,52.12121212,339.3939394,318.7878788,113.3333333,223.6363636,202.4242424,194.5454545,16.96969697,194.5454545,190.9090909,54.54545455,112.1212121
Washington,al,42256,1897.575758,8986,1494,615,0,615,497,118,879,4474,3141,0,3141,2561,580,1333,2172,1588,0,1588,1463,125,584,846,713,2,711,667,44,133,67.27272727,156.969697,109.0909091,11.51515152,109.0909091,92.12121212,40.60606061,118.1818182,190.3030303,187.8787879,11.51515152,187.8787879,180.6060606,115.1515152,107.2727273,168.4848485,160,11.51515152,160,157.5757576,33.93939394,59.39393939,102.4242424,91.51515152,2.424242424,91.51515152,91.51515152,25.45454545,46.66666667
Wilcox,al,24212,1753.939394,5816,1448,393,0,393,186,207,1055,2283,1134,35,1099,835,264,1149,1466,951,0,951,790,161,515,619,399,0,399,385,14,220,23.03030303,158.1818182,72.12121212,11.51515152,72.12121212,46.06060606,58.78787879,147.2727273,147.8787879,128.4848485,24.84848485,133.3333333,104.8484848,83.03030303,153.3333333,134.5454545,108.4848485,11.51515152,108.4848485,95.15151515,47.27272727,93.93939394,92.12121212,69.09090909,11.51515152,69.09090909,69.6969697,14.54545455,53.93939394
Winston,al,32830,1963.030303,12800,3258,1521,0,1521,1223,298,1737,3955,2682,8,2674,2527,147,1273,3998,2790,0,2790,2642,148,1208,1589,1304,0,1304,1266,38,285,116.3636364,279.3939394,178.1818182,13.33333333,178.1818182,156.3636364,90.3030303,207.2727273,253.3333333,226.6666667,6.060606061,227.8787879,226.6666667,43.03030303,147.2727273,260.6060606,249.0909091,13.33333333,249.0909091,249.0909091,38.18181818,148.4848485,198.7878788,187.8787879,13.33333333,187.8787879,188.4848485,32.72727273,60
#VALUE!,ak,58125,3503.636364,2311,435,422,0,422,420,2,13,910,858,0,858,840,18,52,608,588,0,588,581,7,20,358,348,1,347,340,7,10,85.45454545,75.15151515,76.96969697,6.060606061,76.96969697,76.96969697,1.818181818,7.272727273,89.6969697,95.15151515,6.060606061,95.15151515,95.75757576,14.54545455,20,71.51515152,71.51515152,6.060606061,71.51515152,71.51515152,4.242424242,8.484848485,54.54545455,53.93939394,1.818181818,53.93939394,53.33333333,8.484848485,6.060606061
#VALUE!,ak,77292,2550.909091,3726,754,700,0,700,679,21,54,1252,1066,0,1066,1014,52,186,1251,1157,31,1126,1072,54,94,469,447,0,447,442,5,22,73.33333333,84.84848485,82.42424242,8.484848485,82.42424242,84.84848485,11.51515152,13.33333333,95.75757576,90.90909091,8.484848485,90.90909091,87.27272727,22.42424242,42.42424242,97.57575758,96.96969697,26.06060606,91.51515152,95.75757576,16.96969697,17.57575758,44.24242424,44.84848485,8.484848485,44.84848485,44.84848485,3.636363636,9.090909091
#VALUE!,ak,76495,735.1515152,161553,10662,7039,89,6950,6012,938,3623,37194,28862,564,28298,25721,2577,8332,59827,49427,3311,46116,43363,2753,10400,53870,47715,1659,46056,44761,1295,6155,52.72727273,537.5757576,384.2424242,44.24242424,380,324.8484848,147.8787879,304.2424242,815.1515152,875.7575758,85.45454545,864.8484848,793.9393939,239.3939394,413.9393939,918.7878788,891.5151515,260,856.969697,816.3636364,259.3939394,387.8787879,962.4242424,950.9090909,188.4848485,921.8181818,901.2121212,184.8484848,294.5454545
#VALUE!,ak,52349,2068.484848,7904,1059,537,0,537,407,130,522,3525,2488,0,2488,2012,476,1037,2337,1886,20,1866,1648,218,451,983,934,0,934,928,6,49,36.36363636,64.84848485,52.72727273,9.696969697,52.72727273,49.6969697,18.18181818,41.21212121,126.6666667,111.5151515,9.696969697,111.5151515,100,46.66666667,75.75757576,119.3939394,103.6363636,20,109.0909091,112.7272727,27.87878788,59.39393939,109.6969697,106.0606061,9.696969697,106.0606061,105.4545455,3.636363636,21.21212121
#VALUE!,ak,79931,14036.36364,533,35,21,0,21,13,8,14,127,92,0,92,83,9,35,252,227,0,227,217,10,25,119,107,2,105,100,5,12,57.57575758,13.33333333,9.090909091,6.060606061,9.090909091,6.060606061,4.242424242,7.878787879,23.03030303,16.36363636,6.060606061,16.36363636,15.15151515,4.848484848,11.51515152,33.93939394,31.51515152,6.060606061,31.51515152,31.51515152,4.242424242,7.272727273,20,18.78787879,2.424242424,19.39393939,18.18181818,4.242424242,5.454545455
#VALUE!,ak,74044,6769.090909,1268,148,122,0,122,122,0,26,260,178,2,176,173,3,82,522,421,69,352,336,16,101,338,311,4,307,296,11,27,84.84848485,75.75757576,75.15151515,6.060606061,75.15151515,75.15151515,6.060606061,12.12121212,55.75757576,47.87878788,3.636363636,49.09090909,49.09090909,3.03030303,29.6969697,61.21212121,58.78787879,36.96969697,49.09090909,49.09090909,7.878787879,30.3030303,56.36363636,56.36363636,5.454545455,56.36363636,55.15151515,7.878787879,13.93939394
#VALUE!,ak,56857,2591.515152,2315,259,113,0,113,97,16,146,778,493,0,493,395,98,285,828,656,0,656,596,60,172,450,426,0,426,424,2,24,19.39393939,22.42424242,16.96969697,8.484848485,16.96969697,15.15151515,7.878787879,18.78787879,54.54545455,38.78787879,8.484848485,38.78787879,35.75757576,20.60606061,36.96969697,52.72727273,44.24242424,8.484848485,44.24242424,46.06060606,14.54545455,23.03030303,40.60606061,38.18181818,8.484848485,38.18181818,38.18181818,2.424242424,9.696969697
#VALUE!,ak,69485,1301.818182,52693,2910,1790,36,1754,1548,206,1120,13337,10252,538,9714,8865,849,3085,21407,17123,1871,15252,14422,830,4284,15039,12904,687,12217,11959,258,2135,118.1818182,275.7575758,235.7575758,24.84848485,235.7575758,217.5757576,67.87878788,158.1818182,521.8181818,458.1818182,105.4545455,458.7878788,459.3939394,137.5757576,252.1212121,524.2424242,490.3030303,161.2121212,489.0909091,490.9090909,126.6666667,324.2424242,506.6666667,470.9090909,105.4545455,480.6060606,466.6666667,75.15151515,224.2424242
#VALUE!,ak,50208,4325.454545,1485,44,22,0,22,21,1,22,454,408,0,408,367,41,46,493,400,0,400,379,21,93,494,420,0,420,392,28,74,75.75757576,22.42424242,16.36363636,6.060606061,16.36363636,16.36363636,1.212121212,13.93939394,93.93939394,85.45454545,6.060606061,85.45454545,81.21212121,19.39393939,19.39393939,61.81818182,57.57575758,6.060606061,57.57575758,59.39393939,13.33333333,30.3030303,80,77.57575758,6.060606061,77.57575758,71.51515152,19.39393939,35.75757576
#VALUE!,ak,48942,4359.393939,1308,111,68,0,68,49,19,43,382,282,0,282,222,60,100,470,384,0,384,366,18,86,345,293,0,293,278,15,52,51.51515152,21.21212121,16.36363636,6.060606061,16.36363636,16.96969697,7.272727273,15.15151515,43.03030303,32.12121212,6.060606061,32.12121212,31.51515152,15.75757576,19.39393939,41.21212121,38.78787879,6.060606061,38.78787879,37.57575758,8.484848485,18.78787879,41.21212121,35.75757576,6.060606061,35.75757576,35.75757576,9.090909091,13.33333333
#VALUE!,ak,78947,2027.878788,18719,672,403,0,403,332,71,269,4215,3086,4,3082,2903,179,1129,7273,6135,76,6059,5773,286,1138,6559,5722,50,5672,5556,116,837,107.2727273,102.4242424,72.12121212,12.72727273,72.12121212,67.27272727,27.87878788,64.84848485,266.0606061,213.3333333,3.03030303,212.7272727,210.3030303,42.42424242,161.8181818,295.7575758,290.9090909,35.15151515,285.4545455,279.3939394,65.45454545,127.8787879,273.9393939,270.9090909,15.75757576,266.6666667,264.2424242,42.42424242,93.33333333
#VALUE!,ak,59421,1266.666667,31499,1822,989,0,989,887,102,833,10027,7161,21,7140,6345,795,2866,12489,9124,47,9077,8271,806,3365,7161,5782,14,5768,5521,247,1379,52.72727273,121.8181818,91.51515152,13.93939394,91.51515152,86.66666667,27.27272727,83.63636364,286.0606061,244.8484848,10.3030303,245.4545455,260,104.8484848,178.7878788,346.0606061,276.3636364,17.57575758,276.3636364,273.9393939,96.36363636,195.1515152,270.9090909,248.4848485,13.33333333,249.0909091,241.2121212,54.54545455,95.75757576
#VALUE!,ak,59736,3163.636364,7769,395,301,0,301,273,28,94,2568,1963,26,1937,1744,193,605,2994,2482,142,2340,2162,178,512,1812,1646,38,1608,1562,46,166,53.93939394,63.63636364,61.21212121,9.696969697,61.21212121,57.57575758,17.57575758,24.24242424,174.5454545,163.030303,14.54545455,160.6060606,155.1515152,53.33333333,88.48484848,185.4545455,161.2121212,50.90909091,152.1212121,153.9393939,66.06060606,78.78787879,163.6363636,160.6060606,19.39393939,162.4242424,159.3939394,20,36.36363636
#VALUE!,ak,70976,3775.757576,7242,437,354,10,344,288,56,83,1621,1240,42,1198,1070,128,381,3380,2720,319,2401,2349,52,660,1804,1577,153,1424,1418,6,227,97.57575758,76.96969697,72.12121212,11.51515152,69.6969697,67.87878788,24.84848485,28.48484848,130.3030303,118.1818182,20.60606061,123.030303,123.030303,46.66666667,60.60606061,170.3030303,191.5151515,59.39393939,187.8787879,187.2727273,24.24242424,104.8484848,193.3333333,189.6969697,52.12121212,170.3030303,170.3030303,4.848484848,52.72727273
#VALUE!,ak,49808,3820.606061,740,76,55,0,55,50,5,21,213,156,0,156,133,23,57,315,260,0,260,243,17,55,136,117,0,117,110,7,19,58.18181818,15.15151515,11.51515152,6.060606061,11.51515152,10.3030303,3.636363636,7.878787879,27.27272727,19.39393939,6.060606061,19.39393939,18.78787879,6.060606061,16.36363636,36.96969697,32.12121212,6.060606061,32.12121212,29.6969697,8.484848485,15.75757576,21.21212121,20,6.060606061,20,20.60606061,4.242424242,6.060606061
#VALUE!,ak,70728,1367.272727,48896,3187,1869,0,1869,1570,299,1318,15261,10313,37,10276,9098,1178,4948,19818,14921,208,14713,13425,1288,4897,10630,8948,101,8847,8555,292,1682,87.27272727,232.1212121,196.3636364,13.93939394,196.3636364,169.6969697,58.78787879,141.8181818,441.8181818,360.6060606,15.75757576,359.3939394,318.1818182,129.0909091,239.3939394,392.1212121,352.7272727,49.6969697,361.2121212,358.1818182,129.6969697,225.4545455,375.1515152,328.4848485,30.90909091,329.6969697,342.4242424,66.66666667,120
#VALUE!,ak,51472,1738.181818,4577,589,336,0,336,204,132,253,1918,1334,19,1315,999,316,584,1345,1054,11,1043,928,115,291,725,708,0,708,705,3,17,33.33333333,57.57575758,37.57575758,8.484848485,37.57575758,32.12121212,26.66666667,33.33333333,78.78787879,69.6969697,17.57575758,64.24242424,59.39393939,31.51515152,47.27272727,93.93939394,78.78787879,10.3030303,76.96969697,73.93939394,17.57575758,51.51515152,75.15151515,75.15151515,8.484848485,75.15151515,75.75757576,3.03030303,7.272727273
#VALUE!,ak,76679,4701.818182,5508,651,421,0,421,307,114,230,1737,1339,2,1337,1096,241,398,2083,1869,1,1868,1761,107,214,1037,951,0,951,916,35,86,93.33333333,70.90909091,65.45454545,8.484848485,65.45454545,56.96969697,33.93939394,35.75757576,141.2121212,123.030303,4.242424242,123.030303,118.7878788,45.45454545,55.15151515,144.8484848,149.0909091,1.818181818,149.0909091,145.4545455,45.45454545,59.39393939,119.3939394,118.7878788,8.484848485,118.7878788,111.5151515,29.09090909,35.75757576
#VALUE!,ak,60870,2634.545455,3428,516,268,0,268,158,110,248,1555,1199,0,1199,868,331,356,971,808,0,808,713,95,163,386,362,0,362,339,23,24,30.3030303,47.87878788,31.51515152,8.484848485,31.51515152,23.03030303,18.78787879,30.3030303,57.57575758,51.51515152,8.484848485,51.51515152,57.57575758,43.63636364,33.93939394,70.3030303,72.72727273,8.484848485,72.72727273,69.6969697,15.15151515,29.09090909,35.75757576,35.75757576,8.484848485,35.75757576,35.15151515,12.12121212,9.696969697
#VALUE!,ak,61696,7106.060606,2312,77,53,0,53,39,14,24,678,526,21,505,458,47,152,931,818,7,811,794,17,113,626,562,2,560,560,0,64,87.87878788,21.81818182,20.60606061,6.060606061,20.60606061,15.75757576,10.90909091,7.272727273,80.60606061,72.72727273,18.78787879,74.54545455,70.90909091,18.78787879,40.60606061,70.3030303,69.09090909,3.636363636,67.87878788,67.87878788,6.060606061,36.36363636,80.60606061,73.33333333,2.424242424,73.33333333,73.33333333,6.060606061,22.42424242
#VALUE!,ak,45774,1918.181818,3189,237,111,0,111,100,11,126,1379,992,0,992,845,147,387,1047,844,0,844,760,84,203,526,433,2,431,397,34,93,19.39393939,30.90909091,23.63636364,8.484848485,23.63636364,21.81818182,6.666666667,23.63636364,64.24242424,64.24242424,8.484848485,64.24242424,63.03030303,27.87878788,41.81818182,71.51515152,66.66666667,8.484848485,66.66666667,60,26.66666667,32.72727273,51.51515152,48.48484848,2.424242424,48.48484848,44.84848485,24.84848485,21.21212121
#VALUE!,ak,66895,2438.181818,5064,393,191,0,191,163,28,202,1217,946,5,941,899,42,271,1641,1435,59,1376,1298,78,206,1813,1626,47,1579,1579,0,187,60,79.39393939,53.33333333,8.484848485,53.33333333,50.90909091,15.15151515,68.48484848,114.5454545,104.2424242,4.848484848,103.030303,105.4545455,15.15151515,48.48484848,131.5151515,113.9393939,34.54545455,113.9393939,110.9090909,41.81818182,49.09090909,128.4848485,116.969697,24.24242424,112.7272727,112.7272727,8.484848485,39.39393939
#VALUE!,ak,71583,3675.757576,691,33,27,0,27,22,5,6,213,187,0,187,164,23,26,282,256,0,256,236,20,26,163,145,0,145,144,1,18,153.3333333,12.72727273,12.12121212,6.060606061,12.12121212,11.51515152,4.242424242,3.636363636,82.42424242,82.42424242,6.060606061,82.42424242,83.03030303,10.90909091,11.51515152,89.6969697,88.48484848,6.060606061,88.48484848,87.87878788,12.12121212,12.12121212,29.09090909,26.66666667,6.060606061,26.66666667,26.66666667,1.818181818,7.878787879
