Country,Crop,Information,Year,Value,Source
United States of America,Millet,Area harvested (Ha),1984,115500,FAO estimate
United States of America,Millet,Yield (Hg/Ha),1984,13852.81,Calculated data
United States of America,Oats,Area harvested (Ha),1984,3303500,Official data
United States of America,Oats,Yield (Hg/Ha),1984,20811.87,Calculated data
United States of America,Rye,Area harvested (Ha),1984,397000,Official data
United States of America,Rye,Yield (Hg/Ha),1984,20730.48,Calculated data
United States of America,Sorghum,Area harvested (Ha),1984,6214000,Official data
United States of America,Sorghum,Yield (Hg/Ha),1984,35410.36,Calculated data
Canada,Barley,Area harvested (Ha),1983,4332800,Official data
Canada,Barley,Yield (Hg/Ha),1983,23562.13,Calculated data
Canada,Buckwheat,Area harvested (Ha),1983,46100,Official data
Canada,Buckwheat,Yield (Hg/Ha),1983,7787.42,Calculated data
Canada,Canary seed,Area harvested (Ha),1983,58000,FAO estimate
Canada,Canary seed,Yield (Hg/Ha),1983,11034.48,Calculated data
Canada,"Grain, mixed",Area harvested (Ha),1983,504300,Official data
Canada,"Grain, mixed",Yield (Hg/Ha),1983,22728.53,Calculated data
Canada,Maize,Area harvested (Ha),1983,1074900,Official data
Canada,Maize,Yield (Hg/Ha),1983,55177.23,Calculated data
Canada,Oats,Area harvested (Ha),1983,1400300,Official data
Canada,Oats,Yield (Hg/Ha),1983,19803.61,Calculated data
Canada,Rye,Area harvested (Ha),1983,425000,Official data
Canada,Rye,Yield (Hg/Ha),1983,19364.71,Calculated data
United States of America,Barley,Area harvested (Ha),1983,3937900,Official data
United States of America,Barley,Yield (Hg/Ha),1983,28101.27,Calculated data
United States of America,Buckwheat,Area harvested (Ha),1983,65000,FAO estimate
United States of America,Buckwheat,Yield (Hg/Ha),1983,10000,Calculated data
United States of America,Maize,Area harvested (Ha),1983,2.08E+07,Official data
United States of America,Maize,Yield (Hg/Ha),1983,50892.77,Calculated data
United States of America,Millet,Area harvested (Ha),1983,96000,FAO estimate
United States of America,Millet,Yield (Hg/Ha),1983,13541.67,Calculated data
United States of America,Oats,Area harvested (Ha),1983,3667000,Official data
United States of America,Oats,Yield (Hg/Ha),1983,18860.1,Calculated data
United States of America,Rye,Area harvested (Ha),1983,361000,Official data
United States of America,Rye,Yield (Hg/Ha),1983,19002.77,Calculated data
United States of America,Sorghum,Area harvested (Ha),1983,4047200,Official data
United States of America,Sorghum,Yield (Hg/Ha),1983,30597.7,Calculated data
Canada,Barley,Area harvested (Ha),1982,5148800,Official data
Canada,Barley,Yield (Hg/Ha),1982,27123.99,Calculated data
Canada,Buckwheat,Area harvested (Ha),1982,55400,Official data
Canada,Buckwheat,Yield (Hg/Ha),1982,5234.66,Calculated data
Canada,Canary seed,Area harvested (Ha),1982,48000,FAO estimate
Canada,Canary seed,Yield (Hg/Ha),1982,11041.67,Calculated data
Canada,"Grain, mixed",Area harvested (Ha),1982,530900,Official data
Canada,"Grain, mixed",Yield (Hg/Ha),1982,27937.46,Calculated data
Canada,Maize,Area harvested (Ha),1982,1109000,Official data
Canada,Maize,Yield (Hg/Ha),1982,58812.44,Calculated data
Canada,Oats,Area harvested (Ha),1982,1612900,Official data
Canada,Oats,Yield (Hg/Ha),1982,22548.21,Calculated data
Canada,Rye,Area harvested (Ha),1982,454700,Official data
Canada,Rye,Yield (Hg/Ha),1982,20415.66,Calculated data
United States of America,Barley,Area harvested (Ha),1982,3647400,Official data
United States of America,Barley,Yield (Hg/Ha),1982,30797.01,Calculated data
United States of America,Buckwheat,Area harvested (Ha),1982,52000,FAO estimate
United States of America,Buckwheat,Yield (Hg/Ha),1982,10000,Calculated data
United States of America,Maize,Area harvested (Ha),1982,2.94E+07,Official data
United States of America,Maize,Yield (Hg/Ha),1982,71082.19,Calculated data
United States of America,Millet,Area harvested (Ha),1982,80909,Official data
United States of America,Millet,Yield (Hg/Ha),1982,13528.16,Calculated data
United States of America,Oats,Area harvested (Ha),1982,4151200,Official data
United States of America,Oats,Yield (Hg/Ha),1982,20721.72,Calculated data
United States of America,Popcorn,Area harvested (Ha),1982,0,FAO estimate
United States of America,Rye,Area harvested (Ha),1982,273970,Official data
United States of America,Rye,Yield (Hg/Ha),1982,18078.62,Calculated data
United States of America,Sorghum,Area harvested (Ha),1982,5721000,Official data
United States of America,Sorghum,Yield (Hg/Ha),1982,37077.27,Calculated data
Canada,Barley,Area harvested (Ha),1981,5475800,Official data
Canada,Barley,Yield (Hg/Ha),1981,25063,Calculated data
Canada,Buckwheat,Area harvested (Ha),1981,56800,Official data
Canada,Buckwheat,Yield (Hg/Ha),1981,9295.77,Calculated data
Canada,Canary seed,Area harvested (Ha),1981,30000,FAO estimate
Canada,Canary seed,Yield (Hg/Ha),1981,10333.33,Calculated data
Canada,"Grain, mixed",Area harvested (Ha),1981,544600,Official data
Canada,"Grain, mixed",Yield (Hg/Ha),1981,26782.96,Calculated data
Canada,Maize,Area harvested (Ha),1981,1140900,Official data
Canada,Maize,Yield (Hg/Ha),1981,58573.06,Calculated data
Canada,Oats,Area harvested (Ha),1981,1560600,Official data
Canada,Oats,Yield (Hg/Ha),1981,20429.96,Calculated data
Canada,Rye,Area harvested (Ha),1981,441600,Official data
Canada,Rye,Yield (Hg/Ha),1981,20899,Calculated data
United States of America,Barley,Area harvested (Ha),1981,3657500,Official data
United States of America,Barley,Yield (Hg/Ha),1981,28186.74,Calculated data
United States of America,Buckwheat,Area harvested (Ha),1981,48000,FAO estimate
United States of America,Buckwheat,Yield (Hg/Ha),1981,10000,Calculated data
United States of America,Maize,Area harvested (Ha),1981,3.02E+07,Official data
United States of America,Maize,Yield (Hg/Ha),1981,68379.62,Calculated data
United States of America,Millet,Area harvested (Ha),1981,80850,FAO estimate
United States of America,Millet,Yield (Hg/Ha),1981,13605.44,Calculated data
United States of America,Oats,Area harvested (Ha),1981,3806800,Official data
United States of America,Oats,Yield (Hg/Ha),1981,19427.89,Calculated data
United States of America,Popcorn,Area harvested (Ha),1981,100000,Official data
United States of America,Popcorn,Yield (Hg/Ha),1981,35227,Calculated data
United States of America,Rye,Area harvested (Ha),1981,277200,Official data
United States of America,Rye,Yield (Hg/Ha),1981,16665.58,Calculated data
United States of America,Sorghum,Area harvested (Ha),1981,5534800,Official data
United States of America,Sorghum,Yield (Hg/Ha),1981,40194.96,Calculated data
Canada,Barley,Area harvested (Ha),1980,4687200,Official data
Canada,Barley,Yield (Hg/Ha),1980,24309.4,Calculated data
Canada,Buckwheat,Area harvested (Ha),1980,46500,Official data
Canada,Buckwheat,Yield (Hg/Ha),1980,5505.38,Calculated data
Canada,Canary seed,Area harvested (Ha),1980,21000,FAO estimate
Canada,Canary seed,Yield (Hg/Ha),1980,10952.38,Calculated data
Canada,"Grain, mixed",Area harvested (Ha),1980,568900,Official data
Canada,"Grain, mixed",Yield (Hg/Ha),1980,26528.39,Calculated data
Canada,Maize,Area harvested (Ha),1980,1022200,Official data
Canada,Maize,Yield (Hg/Ha),1980,56282.53,Calculated data
Canada,Oats,Area harvested (Ha),1980,1451400,Official data
Canada,Oats,Yield (Hg/Ha),1980,20059.25,Calculated data
Canada,Rye,Area harvested (Ha),1980,313300,Official data
Canada,Rye,Yield (Hg/Ha),1980,14554.74,Calculated data
United States of America,Barley,Area harvested (Ha),1980,2938000,Official data
United States of America,Barley,Yield (Hg/Ha),1980,26761.74,Calculated data
United States of America,Buckwheat,Area harvested (Ha),1980,45000,FAO estimate
United States of America,Buckwheat,Yield (Hg/Ha),1980,10000,Calculated data
United States of America,Maize,Area harvested (Ha),1980,2.95E+07,Official data
United States of America,Maize,Yield (Hg/Ha),1980,57118.32,Calculated data
United States of America,Millet,Area harvested (Ha),1980,87500,FAO estimate
United States of America,Millet,Yield (Hg/Ha),1980,13714.29,Calculated data
United States of America,Oats,Area harvested (Ha),1980,3503300,Official data
United States of America,Oats,Yield (Hg/Ha),1980,19008.85,Calculated data
United States of America,Popcorn,Area harvested (Ha),1980,90250,Official data
United States of America,Popcorn,Yield (Hg/Ha),1980,27758.45,Calculated data
United States of America,Rye,Area harvested (Ha),1980,263040,Official data
United States of America,Rye,Yield (Hg/Ha),1980,15410.2,Calculated data
United States of America,Sorghum,Area harvested (Ha),1980,5063800,Official data
United States of America,Sorghum,Yield (Hg/Ha),1980,29060.98,Calculated data
Canada,Barley,Area harvested (Ha),1979,3729500,Official data
Canada,Barley,Yield (Hg/Ha),1979,22732.81,Calculated data
Canada,Buckwheat,Area harvested (Ha),1979,66300,Official data
Canada,Buckwheat,Yield (Hg/Ha),1979,5444.95,Calculated data
Canada,"Grain, mixed",Area harvested (Ha),1979,592400,Official data
Canada,"Grain, mixed",Yield (Hg/Ha),1979,26331.87,Calculated data
Canada,Maize,Area harvested (Ha),1979,952600,Official data
Canada,Maize,Yield (Hg/Ha),1979,55386.31,Calculated data
Canada,Oats,Area harvested (Ha),1979,1492100,Official data
Canada,Oats,Yield (Hg/Ha),1979,19293.61,Calculated data
Canada,Rye,Area harvested (Ha),1979,332300,Official data
Canada,Rye,Yield (Hg/Ha),1979,15946.43,Calculated data
United States of America,Barley,Area harvested (Ha),1979,3046000,Official data
United States of America,Barley,Yield (Hg/Ha),1979,27390.02,Calculated data
United States of America,Buckwheat,Area harvested (Ha),1979,32000,FAO estimate
United States of America,Buckwheat,Yield (Hg/Ha),1979,10000,Calculated data
United States of America,Maize,Area harvested (Ha),1979,2.93E+07,Official data
United States of America,Maize,Yield (Hg/Ha),1979,68734.22,Calculated data
United States of America,Millet,Area harvested (Ha),1979,76000,FAO estimate
United States of America,Millet,Yield (Hg/Ha),1979,11973.68,Calculated data
United States of America,Oats,Area harvested (Ha),1979,3918100,Official data
United States of America,Oats,Yield (Hg/Ha),1979,19513.87,Calculated data
United States of America,Popcorn,Area harvested (Ha),1979,72560,Official data
United States of America,Popcorn,Yield (Hg/Ha),1979,33541.9,Calculated data
United States of America,Rye,Area harvested (Ha),1979,343980,Official data
United States of America,Rye,Yield (Hg/Ha),1979,16162.28,Calculated data
United States of America,Sorghum,Area harvested (Ha),1979,5220910,Official data
United States of America,Sorghum,Yield (Hg/Ha),1979,39282.99,Calculated data
Canada,Barley,Area harvested (Ha),1978,4265700,Official data
Canada,Barley,Yield (Hg/Ha),1978,24375.84,Calculated data
Canada,Buckwheat,Area harvested (Ha),1978,60300,Official data
Canada,Buckwheat,Yield (Hg/Ha),1978,12056.38,Calculated data
Canada,"Grain, mixed",Area harvested (Ha),1978,604200,Official data
Canada,"Grain, mixed",Yield (Hg/Ha),1978,27063.89,Calculated data
Canada,Maize,Area harvested (Ha),1978,851850,Official data
Canada,Maize,Yield (Hg/Ha),1978,52585.55,Calculated data
Canada,Oats,Area harvested (Ha),1978,1802400,Official data
Canada,Oats,Yield (Hg/Ha),1978,19796.94,Calculated data
Canada,Rye,Area harvested (Ha),1978,318100,Official data
Canada,Rye,Yield (Hg/Ha),1978,19031.19,Calculated data
United States of America,Barley,Area harvested (Ha),1978,3742570,Official data
United States of America,Barley,Yield (Hg/Ha),1978,26455.64,Calculated data
United States of America,Buckwheat,Area harvested (Ha),1978,22824,Official data
United States of America,Buckwheat,Yield (Hg/Ha),1978,10296.18,Calculated data
United States of America,Maize,Area harvested (Ha),1978,2.91E+07,Official data
United States of America,Maize,Yield (Hg/Ha),1978,63420.53,Calculated data
United States of America,Millet,Area harvested (Ha),1978,59594,Official data
United States of America,Millet,Yield (Hg/Ha),1978,12176.39,Calculated data
United States of America,Oats,Area harvested (Ha),1978,4502580,Official data
United States of America,Oats,Yield (Hg/Ha),1978,18750.87,Calculated data
United States of America,Popcorn,Area harvested (Ha),1978,57100,Official data
United States of America,Popcorn,Yield (Hg/Ha),1978,31625.22,Calculated data
United States of America,Rye,Area harvested (Ha),1978,374740,Official data
United States of America,Rye,Yield (Hg/Ha),1978,16312.11,Calculated data
United States of America,Sorghum,Area harvested (Ha),1978,5426890,Official data
United States of America,Sorghum,Yield (Hg/Ha),1978,34227.9,Calculated data
Canada,Barley,Area harvested (Ha),1977,4751800,Official data
Canada,Barley,Yield (Hg/Ha),1977,24835.85,Calculated data
Canada,Buckwheat,Area harvested (Ha),1977,43300,Official data
Canada,Buckwheat,Yield (Hg/Ha),1977,10115.47,Calculated data
Canada,"Grain, mixed",Area harvested (Ha),1977,624259,Official data
Canada,"Grain, mixed",Yield (Hg/Ha),1977,25575.92,Calculated data
Canada,Maize,Area harvested (Ha),1977,736100,Official data
Canada,Maize,Yield (Hg/Ha),1977,57728.57,Calculated data
Canada,Oats,Area harvested (Ha),1977,2120100,Official data
Canada,Oats,Yield (Hg/Ha),1977,20201.88,Calculated data
Canada,Rye,Area harvested (Ha),1977,250200,Official data
Canada,Rye,Yield (Hg/Ha),1977,16247,Calculated data
United States of America,Barley,Area harvested (Ha),1977,3936727,Official data
United States of America,Barley,Yield (Hg/Ha),1977,23658.52,Calculated data
United States of America,Buckwheat,Area harvested (Ha),1977,22500,FAO estimate
United States of America,Buckwheat,Yield (Hg/Ha),1977,10222.22,Calculated data
United States of America,Maize,Area harvested (Ha),1977,2.90E+07,Official data
United States of America,Maize,Yield (Hg/Ha),1977,57015.27,Calculated data
United States of America,Millet,Area harvested (Ha),1977,72000,FAO estimate
United States of America,Millet,Yield (Hg/Ha),1977,12222.22,Calculated data
United States of America,Oats,Area harvested (Ha),1977,5457100,Official data
United States of America,Oats,Yield (Hg/Ha),1977,20022.57,Calculated data
United States of America,Popcorn,Area harvested (Ha),1977,62650,Official data
United States of America,Popcorn,Yield (Hg/Ha),1977,31248.2,Calculated data
United States of America,Rye,Area harvested (Ha),1977,273968,Official data
United States of America,Rye,Yield (Hg/Ha),1977,15337.89,Calculated data
United States of America,Sorghum,Area harvested (Ha),1977,5583360,Official data
United States of America,Sorghum,Yield (Hg/Ha),1977,35528.34,Calculated data
Canada,Barley,Area harvested (Ha),1976,4353386,Official data
Canada,Barley,Yield (Hg/Ha),1976,24148.92,Calculated data
Canada,Buckwheat,Area harvested (Ha),1976,27200,Official data
Canada,Buckwheat,Yield (Hg/Ha),1976,7279.41,Calculated data
Canada,"Grain, mixed",Area harvested (Ha),1976,644900,Official data
Canada,"Grain, mixed",Yield (Hg/Ha),1976,24171.19,Calculated data
Canada,Maize,Area harvested (Ha),1976,709000,Official data
Canada,Maize,Yield (Hg/Ha),1976,53025.39,Calculated data
Canada,Oats,Area harvested (Ha),1976,2409343,Official data
Canada,Oats,Yield (Hg/Ha),1976,20052.02,Calculated data
Canada,Rye,Area harvested (Ha),1976,250700,Official data
Canada,Rye,Yield (Hg/Ha),1976,17582.77,Calculated data
United States of America,Barley,Area harvested (Ha),1976,3415095,Official data
United States of America,Barley,Yield (Hg/Ha),1976,24417.56,Calculated data
United States of America,Buckwheat,Area harvested (Ha),1976,19900,FAO estimate
United States of America,Buckwheat,Yield (Hg/Ha),1976,10301.51,Calculated data
United States of America,Maize,Area harvested (Ha),1976,2.89E+07,Official data
United States of America,Maize,Yield (Hg/Ha),1976,55206.44,Calculated data
United States of America,Millet,Area harvested (Ha),1976,70000,FAO estimate
United States of America,Millet,Yield (Hg/Ha),1976,12142.86,Calculated data
United States of America,Oats,Area harvested (Ha),1976,4788980,Official data
United States of America,Oats,Yield (Hg/Ha),1976,16380.32,Calculated data
United States of America,Popcorn,Area harvested (Ha),1976,84093,Official data
United States of America,Popcorn,Yield (Hg/Ha),1976,32785.96,Calculated data
United States of America,Rye,Area harvested (Ha),1976,290965,Official data
United States of America,Rye,Yield (Hg/Ha),1976,12999.71,Calculated data
United States of America,Sorghum,Area harvested (Ha),1976,5854100,Official data
United States of America,Sorghum,Yield (Hg/Ha),1976,30841.56,Calculated data
Canada,Barley,Area harvested (Ha),1975,4462500,Official data
Canada,Barley,Yield (Hg/Ha),1975,21310.92,Calculated data
Canada,Buckwheat,Area harvested (Ha),1975,21100,Official data
Canada,Buckwheat,Yield (Hg/Ha),1975,10426.54,Calculated data
Canada,"Grain, mixed",Area harvested (Ha),1975,736600,Official data
Canada,"Grain, mixed",Yield (Hg/Ha),1975,24702.69,Calculated data
Canada,Maize,Area harvested (Ha),1975,634943,Official data
Canada,Maize,Yield (Hg/Ha),1975,57404.62,Calculated data
Canada,Oats,Area harvested (Ha),1975,2414500,Official data
Canada,Oats,Yield (Hg/Ha),1975,18555.39,Calculated data
Canada,Rye,Area harvested (Ha),1975,333300,Official data
Canada,Rye,Yield (Hg/Ha),1975,16510.65,Calculated data
United States of America,Barley,Area harvested (Ha),1975,3487128,Official data
United States of America,Barley,Yield (Hg/Ha),1975,23673.11,Calculated data
United States of America,Buckwheat,Area harvested (Ha),1975,19000,FAO estimate
United States of America,Buckwheat,Yield (Hg/Ha),1975,10526.32,Calculated data
United States of America,Maize,Area harvested (Ha),1975,2.74E+07,Official data
United States of America,Maize,Yield (Hg/Ha),1975,54212.7,Calculated data
United States of America,Millet,Area harvested (Ha),1975,78500,FAO estimate
United States of America,Millet,Yield (Hg/Ha),1975,12101.91,Calculated data
United States of America,Oats,Area harvested (Ha),1975,5276210,Official data
United States of America,Oats,Yield (Hg/Ha),1975,17577.97,Calculated data
United States of America,Popcorn,Area harvested (Ha),1975,90729,Official data
United States of America,Popcorn,Yield (Hg/Ha),1975,27130.13,Calculated data
United States of America,Rye,Area harvested (Ha),1975,294607,Official data
United States of America,Rye,Yield (Hg/Ha),1975,13729.68,Calculated data
United States of America,Sorghum,Area harvested (Ha),1975,6233280,Official data
United States of America,Sorghum,Yield (Hg/Ha),1975,30740.39,Calculated data
Canada,Barley,Area harvested (Ha),1974,4775020,Official data
Canada,Barley,Yield (Hg/Ha),1974,18408.93,Calculated data
Canada,Buckwheat,Area harvested (Ha),1974,25738,Official data
Canada,Buckwheat,Yield (Hg/Ha),1974,10286.35,Calculated data
Canada,"Grain, mixed",Area harvested (Ha),1974,732835,Official data
Canada,"Grain, mixed",Yield (Hg/Ha),1974,22492.8,Calculated data
Canada,Maize,Area harvested (Ha),1974,590833,Official data
Canada,Maize,Yield (Hg/Ha),1974,44339.09,Calculated data
Canada,Oats,Area harvested (Ha),1974,2470976,Official data
Canada,Oats,Yield (Hg/Ha),1974,16096.07,Calculated data
Canada,Rye,Area harvested (Ha),1974,341145,Official data
Canada,Rye,Yield (Hg/Ha),1974,14633.07,Calculated data
United States of America,Barley,Area harvested (Ha),1974,3209112,Official data
United States of America,Barley,Yield (Hg/Ha),1974,20262.99,Calculated data
United States of America,Buckwheat,Area harvested (Ha),1974,17800,FAO estimate
United States of America,Buckwheat,Yield (Hg/Ha),1974,10955.06,Calculated data
United States of America,Maize,Area harvested (Ha),1974,2.65E+07,Official data
United States of America,Maize,Yield (Hg/Ha),1974,45118.59,Calculated data
United States of America,Millet,Area harvested (Ha),1974,82000,FAO estimate
United States of America,Millet,Yield (Hg/Ha),1974,12195.12,Calculated data
United States of America,Oats,Area harvested (Ha),1974,5102200,Official data
United States of America,Oats,Yield (Hg/Ha),1974,17087.74,Calculated data
United States of America,Popcorn,Area harvested (Ha),1974,76363,Official data
United States of America,Popcorn,Yield (Hg/Ha),1974,22821.13,Calculated data
United States of America,Rye,Area harvested (Ha),1974,317269,Official data
United States of America,Rye,Yield (Hg/Ha),1974,14015.55,Calculated data
United States of America,Sorghum,Area harvested (Ha),1974,5588226,Official data
United States of America,Sorghum,Yield (Hg/Ha),1974,28305.01,Calculated data
Canada,Barley,Area harvested (Ha),1973,4839244,Official data
Canada,Barley,Yield (Hg/Ha),1973,21126.19,Calculated data
Canada,Buckwheat,Area harvested (Ha),1973,36017,Official data
Canada,Buckwheat,Yield (Hg/Ha),1973,8336.06,Calculated data
Canada,"Grain, mixed",Area harvested (Ha),1973,809967,Official data
Canada,"Grain, mixed",Yield (Hg/Ha),1973,24448.27,Calculated data
Canada,Maize,Area harvested (Ha),1973,530131,Official data
Canada,Maize,Yield (Hg/Ha),1973,52880.91,Calculated data
Canada,Oats,Area harvested (Ha),1973,2710547,Official data
Canada,Oats,Yield (Hg/Ha),1973,18598.25,Calculated data
Canada,Rye,Area harvested (Ha),1973,256365,Official data
Canada,Rye,Yield (Hg/Ha),1973,14150.8,Calculated data
United States of America,Barley,Area harvested (Ha),1973,4167435,Official data
United States of America,Barley,Yield (Hg/Ha),1973,21808.07,Calculated data
United States of America,Buckwheat,Area harvested (Ha),1973,16500,FAO estimate
United States of America,Buckwheat,Yield (Hg/Ha),1973,11515.15,Calculated data
United States of America,Maize,Area harvested (Ha),1973,2.51E+07,Official data
United States of America,Maize,Yield (Hg/Ha),1973,57277.55,Calculated data
United States of America,Millet,Area harvested (Ha),1973,96000,FAO estimate
United States of America,Millet,Yield (Hg/Ha),1973,12500,Calculated data
United States of America,Oats,Area harvested (Ha),1973,5572686,Official data
United States of America,Oats,Yield (Hg/Ha),1973,17168.96,Calculated data
United States of America,Popcorn,Area harvested (Ha),1973,60216,Official data
United States of America,Popcorn,Yield (Hg/Ha),1973,27967.48,Calculated data
United States of America,Rye,Area harvested (Ha),1973,386469,Official data
United States of America,Rye,Yield (Hg/Ha),1973,16219.15,Calculated data
United States of America,Sorghum,Area harvested (Ha),1973,6353476,Official data
United States of America,Sorghum,Yield (Hg/Ha),1973,36910.21,Calculated data
Canada,Barley,Area harvested (Ha),1972,5062102,Official data
Canada,Barley,Yield (Hg/Ha),1972,22292.67,Calculated data
Canada,Buckwheat,Area harvested (Ha),1972,41601,Official data
Canada,Buckwheat,Yield (Hg/Ha),1972,8954.59,Calculated data
Canada,"Grain, mixed",Area harvested (Ha),1972,835624,Official data
Canada,"Grain, mixed",Yield (Hg/Ha),1972,25473.96,Calculated data
Canada,Maize,Area harvested (Ha),1972,537010,Official data
Canada,Maize,Yield (Hg/Ha),1972,47082.27,Calculated data
Canada,Oats,Area harvested (Ha),1972,2470167,Official data
Canada,Oats,Yield (Hg/Ha),1972,18742.89,Calculated data
Canada,Rye,Area harvested (Ha),1972,256769,Official data
Canada,Rye,Yield (Hg/Ha),1972,13378.68,Calculated data
United States of America,Barley,Area harvested (Ha),1972,3904272,Official data
United States of America,Barley,Yield (Hg/Ha),1972,23516.97,Calculated data
United States of America,Buckwheat,Area harvested (Ha),1972,15400,FAO estimate
United States of America,Buckwheat,Yield (Hg/Ha),1972,12012.99,Calculated data
United States of America,Maize,Area harvested (Ha),1972,2.33E+07,Official data
United States of America,Maize,Yield (Hg/Ha),1972,60896.74,Calculated data
United States of America,Millet,Area harvested (Ha),1972,98500,FAO estimate
United States of America,Millet,Yield (Hg/Ha),1972,13197.97,Calculated data
United States of America,Oats,Area harvested (Ha),1972,5426961,Official data
United States of America,Oats,Yield (Hg/Ha),1972,18471.68,Calculated data
United States of America,Popcorn,Area harvested (Ha),1972,63535,Official data
United States of America,Popcorn,Yield (Hg/Ha),1972,29934.05,Calculated data
United States of America,Rye,Area harvested (Ha),1972,424914,Official data
United States of America,Rye,Yield (Hg/Ha),1972,16891.21,Calculated data
United States of America,Sorghum,Area harvested (Ha),1972,5346632,Official data
United States of America,Sorghum,Yield (Hg/Ha),1972,38070.86,Calculated data
Canada,Barley,Area harvested (Ha),1971,5657629,Official data
Canada,Barley,Yield (Hg/Ha),1971,23152.18,Calculated data
Canada,Buckwheat,Area harvested (Ha),1971,49533,Official data
Canada,Buckwheat,Yield (Hg/Ha),1971,11098.46,Calculated data
Canada,"Grain, mixed",Area harvested (Ha),1971,831536,Official data
Canada,"Grain, mixed",Yield (Hg/Ha),1971,26284.8,Calculated data
Canada,Maize,Area harvested (Ha),1971,570639,Official data
Canada,Maize,Yield (Hg/Ha),1971,51625.14,Calculated data
Canada,Oats,Area harvested (Ha),1971,2764329,Official data
Canada,Oats,Yield (Hg/Ha),1971,20278.24,Calculated data
Canada,Rye,Area harvested (Ha),1971,387279,Official data
Canada,Rye,Yield (Hg/Ha),1971,14373.69,Calculated data
United States of America,Barley,Area harvested (Ha),1971,4090141,Official data
United States of America,Barley,Yield (Hg/Ha),1971,24617.37,Calculated data
United States of America,Buckwheat,Area harvested (Ha),1971,15000,FAO estimate
United States of America,Buckwheat,Yield (Hg/Ha),1971,12000,Calculated data
United States of America,Maize,Area harvested (Ha),1971,2.59E+07,Official data
United States of America,Maize,Yield (Hg/Ha),1971,55269.57,Calculated data
United States of America,Millet,Area harvested (Ha),1971,98500,FAO estimate
United States of America,Millet,Yield (Hg/Ha),1971,13197.97,Calculated data
United States of America,Oats,Area harvested (Ha),1971,6355580,Official data
United States of America,Oats,Yield (Hg/Ha),1971,20054.01,Calculated data
United States of America,Popcorn,Area harvested (Ha),1971,70293,Official data
United States of America,Popcorn,Yield (Hg/Ha),1971,29107.73,Calculated data
United States of America,Rye,Area harvested (Ha),1971,708595,Official data
United States of America,Rye,Yield (Hg/Ha),1971,17644.96,Calculated data
United States of America,Sorghum,Area harvested (Ha),1971,6532345,Official data
United States of America,Sorghum,Yield (Hg/Ha),1971,33752.04,Calculated data
Canada,Barley,Area harvested (Ha),1970,4003863,Official data
Canada,Barley,Yield (Hg/Ha),1970,22201.62,Calculated data
Canada,Buckwheat,Area harvested (Ha),1970,61997,Official data
Canada,Buckwheat,Yield (Hg/Ha),1970,9990.97,Calculated data
Canada,"Grain, mixed",Area harvested (Ha),1970,792606,Official data
Canada,"Grain, mixed",Yield (Hg/Ha),1970,25565.29,Calculated data
Canada,Maize,Area harvested (Ha),1970,499294,Official data
Canada,Maize,Yield (Hg/Ha),1970,52748.02,Calculated data
Canada,Oats,Area harvested (Ha),1970,2785008,Official data
Canada,Oats,Yield (Hg/Ha),1970,19551.44,Calculated data
Canada,Rye,Area harvested (Ha),1970,336491,Official data
Canada,Rye,Yield (Hg/Ha),1970,14270.99,Calculated data
United States of America,Barley,Area harvested (Ha),1970,3930859,Official data
United States of America,Barley,Yield (Hg/Ha),1970,23048.77,Calculated data
United States of America,Buckwheat,Area harvested (Ha),1970,16800,FAO estimate
United States of America,Buckwheat,Yield (Hg/Ha),1970,11904.76,Calculated data
United States of America,Maize,Area harvested (Ha),1970,2.32E+07,Official data
United States of America,Maize,Yield (Hg/Ha),1970,45438.91,Calculated data
United States of America,Millet,Area harvested (Ha),1970,113000,FAO estimate
United States of America,Millet,Yield (Hg/Ha),1970,13274.34,Calculated data
United States of America,Oats,Area harvested (Ha),1970,7524822,Official data
United States of America,Oats,Yield (Hg/Ha),1970,17654.87,Calculated data
United States of America,Popcorn,Area harvested (Ha),1970,55239,Official data
United States of America,Popcorn,Yield (Hg/Ha),1970,21939.21,Calculated data
United States of America,Rye,Area harvested (Ha),1970,577478,Official data
United States of America,Rye,Yield (Hg/Ha),1970,16204.48,Calculated data
United States of America,Sorghum,Area harvested (Ha),1970,5490698,Official data
United States of America,Sorghum,Yield (Hg/Ha),1970,31605.13,Calculated data
Canada,Barley,Area harvested (Ha),1969,3787117,Official data
Canada,Barley,Yield (Hg/Ha),1969,21345.21,Calculated data
Canada,Buckwheat,Area harvested (Ha),1969,40873,Official data
Canada,Buckwheat,Yield (Hg/Ha),1969,9135.37,Calculated data
Canada,"Grain, mixed",Area harvested (Ha),1969,709283,Official data
Canada,"Grain, mixed",Yield (Hg/Ha),1969,25273.16,Calculated data
Canada,Maize,Area harvested (Ha),1969,399500,Official data
Canada,Maize,Yield (Hg/Ha),1969,47130.79,Calculated data
Canada,Oats,Area harvested (Ha),1969,2953355,Official data
Canada,Oats,Yield (Hg/Ha),1969,18532.11,Calculated data
Canada,Rye,Area harvested (Ha),1969,343371,Official data
Canada,Rye,Yield (Hg/Ha),1969,11210.96,Calculated data
United States of America,Barley,Area harvested (Ha),1969,3868013,Official data
United States of America,Barley,Yield (Hg/Ha),1969,24039.46,Calculated data
United States of America,Buckwheat,Area harvested (Ha),1969,15540,Official data
United States of America,Buckwheat,Yield (Hg/Ha),1969,11911.84,Calculated data
United States of America,Maize,Area harvested (Ha),1969,2.21E+07,Official data
